Row;Volume Density;Surface Density;Mean Curvature Density;Mean Width;Mean Chord Length
Ground Truth;0.297906254075247;0.0489136946207207;0.00133379882354841;28436.399069589;24.3617871342762
Erosion 0.01;0.287905381180639;0.0555314101428778;0.000124549412162818;2655.37555260565;20.7382006284286
Erosion 0.02;0.277904530681342;0.0572914488188138;0.00195086778460562;41592.2205625164;19.402862829336
Erosion 0.03;0.267902829160192;0.0541854696124521;0.00350896367737667;74810.6008859093;19.7767284164039
Erosion 0.04;0.257902135428079;0.0464005779944433;0.00150298309287469;32043.3833568144;22.2326657619622
Erosion 0.05;0.247900650394945;0.0535668482787702;-4.16213710920337e-05;-887.361645025149;18.5114979402806
Erosion 0.06;0.23789905338525;0.0555179102808277;0.00219082152763063;46707.9998497914;17.1403463986219
Erosion 0.07;0.227897262282853;0.0522810601875512;0.00420374147084811;89623.1635085703;17.436315290111
Erosion 0.08;0.217895538366391;0.0438310096737355;0.00199401740891935;42512.1643464101;19.885057632789
Erosion 0.09;0.207893695008265;0.0526171588812314;-0.00229786931558937;-48990.243291732;15.8042508891464
Erosion 0.1;0.19789097076787;0.0570764096897072;0.000674494914244838;14380.1345549607;13.8684946613631
Erosion 0.11;0.187889493199839;0.0557922240217596;0.0056250999197435;119926.321196319;13.4706580706702
Erosion 0.12;0.177886970517251;0.0487928244914872;0.00703737770704729;150035.880485062;14.5830435004464
Erosion 0.13;0.167884768834134;0.0404152928998885;0.00124579771119208;26560.2280118916;16.6159645805361
Erosion 0.14;0.157884418496805;0.0448124851174233;0.00159428649595098;33989.9587776726;14.0928955922079
Erosion 0.15;0.147883142486581;0.0430118452726432;0.00349078299393104;74422.9913298877;13.7527828949612
Dilation 0.01;0.307907119504751;0.0565504460779824;0.00290240618396839;61878.8823713283;21.7792884660999
Dilation 0.02;0.31790868665403;0.0594886448728755;0.00117805921819676;25116.0530844741;21.3760920144263
Dilation 0.03;0.327909417711662;0.0577117879979076;-0.000689340015135831;-14696.6299706948;22.7273788657216
Dilation 0.04;0.337910424978142;0.0512202376959563;0.000473487196080783;10094.6789158756;26.3888213080136
Dilation 0.05;0.347911910011277;0.0575304099505399;0.00334852483534452;71390.0678506863;24.189774438276
Dilation 0.06;0.357914708902712;0.0620007202794574;0.00188625519985927;40214.6895493485;23.0910032844441
Dilation 0.07;0.367916440284278;0.0617556625106987;-0.00089872968382345;-19160.7875893149;23.8304586382206
Dilation 0.08;0.377918656897603;0.0568473534059148;-0.00167830181225683;-35781.1532368753;26.591820674507
Dilation 0.09;0.387921030278111;0.0543429448383672;0.00336642863515827;71771.774287502;28.5535523650335
Dilation 0.1;0.397923978471626;0.0644788253016481;0.00656380323403802;139939.340837625;24.6855600492123
Dilation 0.11;0.407926015922455;0.0699682441230625;0.00368664636014943;78598.7701254348;23.3206375855298
Dilation 0.12;0.417929016371697;0.0707800505101735;-0.00160029700051652;-34118.1018704822;23.6184638671105
Dilation 0.13;0.427932166123019;0.0669244319396275;-0.00556234123968011;-118588.315164333;25.577036888953
Dilation 0.14;0.437934763456647;0.0584008662425114;-0.00450618763260109;-96071.2721744579;29.9950868288912
Dilation 0.15;0.447936338071029;0.0538120142654782;0.00152052702165275;32417.4173949119;33.2963814259889
Fuzzy Edge 0.01;0.297906321261183;0.0582834618345455;0.00161618720058915;34456.8786504458;20.4453415692346
Fuzzy Edge 0.02;0.297906821423149;0.0673483941482576;0.00201659228400841;42993.4574362261;17.6934773391835
Fuzzy Edge 0.03;0.297906037587231;0.076105329884801;0.00250474179728622;53400.7348457715;15.6575650109219
Fuzzy Edge 0.04;0.297907164817932;0.0846118105463352;0.00302299190224156;64449.752540329;14.08347902707
Fuzzy Edge 0.05;0.297906470563262;0.102822667048783;0.00268810416929103;57309.9942427798;11.5891360966906
Fuzzy Edge 0.06;0.297906724376798;0.11934725304133;0.00428453233833423;91345.6131827285;9.98453560631623
Fuzzy Edge 0.07;0.297906806492941;0.133458783464323;0.00596557560898244;127185.213918187;8.92880329821315
Fuzzy Edge 0.08;0.29790674677211;0.145108671540568;0.0077206391807073;164602.916825806;8.2119626238553
Fuzzy Edge 0.09;0.297907112562205;0.161657768389033;0.00101847221035902;21713.6810317514;7.37130335352113
Fuzzy Edge 0.1;0.297907664979899;0.180308042833147;0.00513162667986987;109405.542701495;6.60886026599658
Fuzzy Edge 0.11;0.29790817260697;0.196346819264309;0.00944608078726535;201389.083696778;6.06901957919565
Fuzzy Edge 0.12;0.297907859072603;0.209789907759146;0.0135784487118166;289490.573464395;5.68011802387791
Fuzzy Edge 0.13;0.297909658162662;0.221744671921289;0.015043290307346;320720.785583933;5.37392227883442
Fuzzy Edge 0.14;0.297909628302246;0.235705669587916;0.00744882205187219;158807.814736166;5.05562091608711
Fuzzy Edge 0.15;0.297909725348597;0.249074778298231;0.00676512107839954;144231.408322632;4.78426161627483
FN Cluster 0.01;0.28791572034965;0.0589705954818317;-0.00129532011743462;-27616.0385898713;19.5294429704956
FN Cluster 0.02;0.277917684194554;0.0634339594381314;-0.0011510574687026;-24540.3796690859;17.5248517769485
FN Cluster 0.03;0.267917863879607;0.0666371912427287;-0.00104757483281561;-22334.1447565174;16.0821822698802
FN Cluster 0.04;0.257915385987643;0.0692504881014775;-0.000980341087023008;-20900.7309668609;14.8975346200998
FN Cluster 0.05;0.247919178783022;0.0715676000182675;-0.000917749395119057;-19566.2850984155;13.8565037094853
