Row;Number of Positives;Number of Negatives;Number of True Positives;Number of False Positives;Number of False Negatives;Number of True Negatives;Pair counting cardinality P_1,1;Pair counting cardinality P_1,0;Pair counting cardinality P_0,1;Pair counting cardinality P_0,0;Precision;Negative Predictive Value;Recall;Specificity;Accuracy;Balanced Accuracy;Matthews Correlation Coefficient;Intersection over Union;Balanced Intersection over Union*;Segmentation Covering;Dice coefficient;F2-score;Cohen kappa;Global Consistency Error;Bidirectional Consistency Error;Mutual Information;Variation of Information;Pearson Correlation Coefficient;Normalized Variation of Information;Rand Index;Adjusted Rand Index;Average Hausdorff Distance;Surface Consistency Measure (a=0.5,k=3);Surface Consistency Measure (a=1,k=3);Surface Consistency Measure (a=2,k=3);Surface Consistency Measure (a=0.5,k=5);Surface Consistency Measure (a=1,k=5);Surface Consistency Measure (a=2,k=5);Surface Consistency Measure (a=0.5,k=7);Surface Consistency Measure (a=1,k=7);Surface Consistency Measure (a=2,k=7);Error Rate;Maximum Error Distance;Minimum Error Distance;Average Error Distance;Median Error Distance
Erosion 0.01;38638814;95578914;38638814;0;1342177;94236737;5.18766092630768e+15;51860127458079;126482380956450;3.64119575290992e+15;1;0.985957394326535;0.966429621516885;1;0.990000002086163;0.983214810758443;0.976144677509829;0.966429621516885;0.980140430199765;0.980140430199765;0.982928258344065;0.972962163130091;0.975860222220669;0.0197191437727959;0.0293834379718354;0.547657947666137;0.105172076198793;0.912392228249768;0.161101775889757;0.980200003941357;0.959200101255839;0.009999998;0.2689413;0.1192024;0.01798779;0.1192024;0.01798779;0.0003486872;0.04742718;0.002470732;4.768372e-07;0.00999999791383743;1;1;1;1
Erosion 0.02;37296636;96921092;37296636;0;2684355;94236737;5.13940364243598e+15;100117411329781;252964856149636;3.51471327771673e+15;1;0.97230370660702;0.932859218021884;1;0.979999996721745;0.966429609010942;0.952377275781612;0.932859218021884;0.960553919402144;0.960553919402144;0.965263490816042;0.945556295843335;0.951244662413292;0.0388921546392007;0.0575493420577892;0.508794392921701;0.173596615505765;0.854291713668043;0.254394640846469;0.960799993413686;0.918987508070958;0.02;0.2689413;0.1192027;0.01798618;0.1192027;0.01798618;0.000348866;0.04742622;0.002474427;1.192093e-07;0.0200000032782555;1;1;1;1
Erosion 0.03;35954459;98263269;35954459;0;4026532;94236737;5.09474927405957e+15;144771779706188;379447237106083;3.38823089676028e+15;1;0.959023020086987;0.89928883953877;1;0.969999998807907;0.949644419769385;0.928675777020696;0.89928883953877;0.941229307062053;0.941229307062053;0.946974278811807;0.917774874060529;0.926139152251403;0.0575413834917083;0.0845200497499072;0.475024862348623;0.23133468433573;0.80428855631015;0.327502736278731;0.941799997325242;0.879351117887416;0.03;0.2689431;0.1192015;0.01798594;0.1192015;0.01798594;0.0003358722;0.04742587;0.002469897;8.34465e-07;0.0300000011920929;1;1;1;1
Erosion 0.04;34612282;99605446;34612282;0;5368709;94236737;5.05369778388182e+15;185823269883939;505929618062534;3.26174851580383e+15;1;0.946100246366047;0.865718461055655;1;0.96000000089407;0.932859230527828;0.90501737513066;0.865718461055655;0.922155991885307;0.922155991885307;0.928026901299799;0.889610103815821;0.900528897394914;0.0756880180175247;0.110316755685738;0.444516716806866;0.282040003135995;0.759400718142094;0.388187178501598;0.923200001072883;0.84028007317128;0.04005594;0.2690886;0.1193943;0.01809472;0.1192878;0.01802194;0.0003368855;0.04746413;0.002477825;3.129244e-05;0.0399999991059303;2;1;1.00139117240906;1
Erosion 0.05;33270105;100947623;33270105;0;6710886;94236737;5.01624917190273e+15;223271881863030;632411999018981;3.13526613484739e+15;1;0.933521109258808;0.832148082572541;1;0.950000002980232;0.91607404128627;0.881378352985089;0.832148082572541;0.903323950299401;0.903323950299401;0.908385179656561;0.861053995399828;0.874398521483182;0.0933521053616614;0.134959507010294;0.416400532240306;0.327438774638025;0.718215811265459;0.44020095686014;0.905000004656613;0.801763872105946;0.05638214;0.2824665;0.1366986;0.02795368;0.1268874;0.02127141;0.0005396008;0.05083901;0.002939105;7.152557e-07;0.0499999970197678;2;1;1.12764132022858;1
Erosion 0.06;31927927;102289801;31927927;0;8053064;94236737;4.98240341424743e+15;257117639518328;758894474212167;3.0087836596542e+15;1;0.921272072862865;0.79857767907754;1;0.939999997615814;0.89928883953877;0.857733824531702;0.79857767907754;0.884723671047558;0.884723671047559;0.888010218704723;0.832098313797699;0.847731997116578;0.110552653136511;0.158467315785121;0.390164917715503;0.368539907994153;0.679901831561685;0.485748733243444;0.887199994963408;0.763792301232039;0.07271009;0.2913888;0.1482407;0.03453141;0.1319575;0.02343917;0.0006735325;0.05309027;0.003249347;4.23193e-06;0.0600000023841858;2;1;1.21183264255524;1
Erosion 0.07;30585750;103631978;30585750;0;9395241;94236737;4.95216056135001e+15;287360492415751;885376855168618;2.88230127869775e+15;1;0.909340329294882;0.765007300594425;1;0.929999999701977;0.882503650297213;0.834057546357278;0.765007300594425;0.866346176380331;0.86634617638033;0.866860211101431;0.802734657404399;0.82051269302588;0.127307646643293;0.180858157912892;0.365472575450037;0.406002787251187;0.64390750688576;0.526267988428845;0.869799998517334;0.726355539583809;0.08903912;0.2977627;0.1564851;0.03922945;0.135579;0.02498734;0.000769496;0.05469817;0.00346911;7.808208e-06;0.0700000002980232;2;1;1.27198445796967;1
Erosion 0.08;29243573;104974155;29243573;0;10737418;94236737;4.92552058665125e+15;314000467114514;1.01185923612506e+15;2.7558188977413e+15;1;0.897713699148138;0.73143692211131;1;0.920000001788139;0.865718461055655;0.810321507206907;0.73143692211131;0.848182907461525;0.848182907461525;0.844890059545915;0.772954320381092;0.792723220127338;0.143634188653228;0.202149141114221;0.34208418581692;0.44028927871745;0.609838614844248;0.562761006956554;0.852800001907349;0.689443980790245;0.1053663;0.3025406;0.1626649;0.0427506;0.1382949;0.02614856;0.0008409619;0.05590397;0.003632843;3.963709e-05;0.0799999982118607;2;1;1.31707286834717;1.41421353816986
Erosion 0.09;27901395;106316333;27901395;0;12079596;94236737;4.90248347432934e+15;337037579436420;1.13834171131825e+15;2.62933642254812e+15;1;0.886380618488789;0.697866518616309;1;0.909999996423721;0.848933259308155;0.786495617529902;0.697866518616309;0.830225737589786;0.830225737589786;0.822051098793139;0.742748347415644;0.764345452252474;0.15954851766787;0.222356506839103;0.319821193899336;0.471737977523911;0.577397548059125;0.59596047213465;0.836199992914498;0.653048311989937;0.1307403;0.3181501;0.1879923;0.07217228;0.1482314;0.03244942;0.001776099;0.06060982;0.004584491;3.355742e-05;0.0900000035762787;3;1;1.45266449451447;1.41421353816986
Erosion 0.1;26559218;107658510;26559218;0;13421773;94236737;4.88304925871225e+15;356471795053515;1.2648240922747e+15;2.50285404159167e+15;1;0.87533012485497;0.664296140133195;1;0.899999998509884;0.832148070066597;0.762547325274611;0.664296140133195;0.812466984720043;0.812466984720043;0.798290789859106;0.712107593702471;0.735360552154988;0.175066027579681;0.241495642582879;0.298545380119153;0.500604853956113;0.546350088727539;0.626421456955946;0.81999999627471;0.617159586134806;0.1566741;0.3313007;0.2093983;0.09720713;0.1566162;0.0377934;0.002572298;0.06458497;0.00538981;1.424551e-05;0.100000001490116;3;1;1.56673681735992;1.41421353816986
