Row;Volume Density;Surface Density;Mean Curvature Density;Mean Width;Mean Chord Length
Ground Truth;0.302128307863158;0.0482401060235579;0.00134389714752287;28651.6938842206;25.0520434358593
Erosion 0.01;0.292126427179512;0.0547121887746001;0.00038111018864129;8125.21440441705;21.3573197287351
Erosion 0.02;0.28212459128649;0.056192163639331;0.00242744843595665;51752.8514998031;20.0828423761936
Erosion 0.03;0.272123061462732;0.0526515939027227;0.00388332699039823;82791.9728725583;20.6734908702287
Erosion 0.04;0.262121949684796;0.0454235497219946;0.00122889246830725;26199.8106651719;23.0824716508559
Erosion 0.05;0.252120083931358;0.0521084953108213;0.000281959563248358;6011.33733248215;19.353472590409
Erosion 0.06;0.24211789717845;0.0533173062314063;0.00287619662270284;61320.0982950287;18.1643008090181
Erosion 0.07;0.232115897053141;0.049077003496255;0.00448502617447257;95620.1129309401;18.9185060633014
Erosion 0.08;0.222113195208057;0.0426250902827244;0.000422911510755044;9016.41257934182;20.8434228511725
Erosion 0.09;0.212111195082748;0.0515147589150405;-0.00181252283802357;-38642.7262003891;16.4699359601055
Erosion 0.1;0.202108888888176;0.0542994105216485;0.00251375055302593;53592.8002223574;14.8884775688382
Erosion 0.11;0.192105731671749;0.0509543431552371;0.00701264592056562;149508.602354597;15.0806168641194
Erosion 0.12;0.182103746476648;0.0414927893539505;0.00535122812988321;114087.414029157;17.5552185632283
Erosion 0.13;0.172103888836181;0.0400908390778524;0.000861815585623096;18373.7843252644;17.1713930458749
Erosion 0.14;0.162103098057717;0.0412768730324374;0.00283950756240317;60537.8928066522;15.7088544890818
Erosion 0.15;0.152102710394867;0.0356699690558199;0.00300419095452537;64048.9190392754;17.0566686118333
Dilation 0.01;0.312130233337427;0.0558435927061018;0.00287948076117582;61390.1156548948;22.3574607729937
Dilation 0.02;0.322131755696081;0.0586890737088467;0.00111639136254627;23801.3032720715;21.9551432891348
Dilation 0.03;0.33213409175107;0.05674054855205;-0.000682750207886937;-14556.1362280007;23.4142319894135
Dilation 0.04;0.342135143808174;0.050021508829097;0.000730559115707713;15575.4152660913;27.3590422853584
Dilation 0.05;0.352137868048569;0.0571654536892431;0.00333723132768632;71149.2918918278;24.6399071693071
Dilation 0.06;0.362141488101442;0.0612332310800243;0.00166270148680344;35448.5565420995;23.6565330108527
Dilation 0.07;0.372143480761647;0.0605406453341861;-0.00102840360829817;-21925.4170073203;24.5880088464472
Dilation 0.08;0.382146048234859;0.0551208577055331;-0.00134277518526368;-28627.7738102334;27.7315023127079
Dilation 0.09;0.392149332358052;0.055381851442177;0.0043621686818016;93000.8088585415;28.3233096869278
Dilation 0.1;0.402152758318222;0.0647894790925474;0.00639199343065084;136276.380541868;24.8282754515605
Dilation 0.11;0.412156460487238;0.0695170841576933;0.00290149918555209;61859.5452955519;23.7154055283618
Dilation 0.12;0.42216060309739;0.0695002921302675;-0.00234279374216902;-49948.0256046545;24.2969110003806
Dilation 0.13;0.432163588616424;0.0647661961315176;-0.00556893258339106;-118728.841664177;26.6906883176434
Dilation 0.14;0.442167634180224;0.055322378187952;-0.00299682180175676;-63891.8097621991;31.9702549791338
Dilation 0.15;0.452170701815402;0.0551434297207794;0.00196931320245932;41985.4742180398;32.7996067060017
Fuzzy Edge 0.01;0.302128166026182;0.0575631684099676;0.00172106430354032;36692.8434002479;20.9945473379374
Fuzzy Edge 0.02;0.302128270537638;0.0665871411798929;0.00222325108578132;47399.393365022;18.1493462662049
Fuzzy Edge 0.03;0.302128613932421;0.0752484387485049;0.00287796482520878;61357.7961181237;16.0603259792376
Fuzzy Edge 0.04;0.302128584072005;0.0840021372943995;0.00286498764911914;61081.1245904796;14.386709376841
Fuzzy Edge 0.05;0.302128494490757;0.102336061091996;0.0033482602055626;71384.4259817989;11.8092680631574
Fuzzy Edge 0.06;0.30212968144229;0.118626808376535;0.00515993836312066;110009.143716159;10.1875684114604
Fuzzy Edge 0.07;0.302129524675106;0.132359852916638;0.00709562447341983;151277.693166135;9.13054881876882
Fuzzy Edge 0.08;0.30213018906936;0.144375516090648;0.00716394156132243;152734.203653753;8.37067661471531
Fuzzy Edge 0.09;0.302129688907394;0.16164337645588;0.00244388227112343;52103.2185017796;7.47645082729037
Fuzzy Edge 0.1;0.302131637299532;0.179712329659698;0.00713587838656995;152135.900804529;6.7247837223333
Fuzzy Edge 0.11;0.302132630158362;0.194991619472116;0.0120553134237581;257017.548204874;6.1978587792911
Fuzzy Edge 0.12;0.302132025484939;0.207640925014184;0.016795380022312;358075.0862932;5.82027893517234
Fuzzy Edge 0.13;0.302134018667702;0.221130744196574;0.0138414855298476;295098.480590616;5.46525576559575
Fuzzy Edge 0.14;0.302134809968724;0.234045044698419;0.00800370570445352;170637.854396882;5.16370360001499
Fuzzy Edge 0.15;0.30213754219678;0.247596115917597;0.0118768982706543;253213.762803247;4.88113541001323
FN Cluster 0.01;0.292150569325782;0.0539701815417381;0.000413693828334509;8819.89291597178;21.6527394186989
FN Cluster 0.02;0.282159415996555;0.057406477522089;0.000202592825489187;4319.24989926117;19.6604584134593
FN Cluster 0.03;0.272167351924642;0.0601557306093016;8.7056373560597e-05;1856.02936245992;18.0975178369828
FN Cluster 0.04;0.262171973346563;0.0626902829682805;-7.75282915700892e-06;-165.289202490475;16.7280772032383
FN Cluster 0.05;0.252176064746101;0.0648461583387595;-5.80582468905297e-05;-1237.79347283245;15.5553433669098
FN Cluster 0.06;0.242176363872817;0.0669255197751451;-0.000119663773039118;-2551.21442921978;14.4743807555908
