Row;Volume Density;Surface Density;Mean Curvature Density;Mean Width;Mean Chord Length
Ground Truth;0.497578689791688;0.0672006842597558;0.00104833371479248;22350.3240111094;29.6174775761723
Erosion 0.01;0.487576689666378;0.0747011289050706;-0.00085019168028909;-18125.964335481;26.1081296528188
Erosion 0.02;0.477575070261372;0.0786871581258456;0.000149959153737449;3197.10758813785;24.2771543228225
Erosion 0.03;0.467573353810014;0.0791845947918161;0.00231155298344744;49281.9771222603;23.6194100652688
Erosion 0.04;0.457572794449773;0.0761638731516577;0.00394494254557997;84105.6076464898;24.0309624768505
Erosion 0.05;0.447570152325521;0.0696561598075587;0.00335137345077328;71450.7999218935;25.7016840183001
Erosion 0.06;0.437568420943955;0.0691481440083718;-0.00019172704583093;-4087.59303983883;25.3119401666647
Erosion 0.07;0.427566674632181;0.0755224647610827;-0.000753716927870312;-16069.1364904678;22.6458008744709
Erosion 0.08;0.41756392053137;0.0782320910317544;0.00128271023332784;27347.1976744716;21.3500068846111
Erosion 0.09;0.407561338127951;0.0772121598044874;0.00392999875516037;83787.0081842008;21.1138421284915
Erosion 0.1;0.397559905350544;0.0725409303967749;0.00518221839023904;110484.15068965;21.9219634033378
Erosion 0.11;0.38755742745858;0.0641795628413252;0.00304040512226125;64820.9998864985;24.1545694798053
Erosion 0.12;0.37755477040412;0.0702049361641582;-0.00309764265031903;-66041.2957518658;21.511579728314
Erosion 0.13;0.367552068559037;0.0781140296740009;-0.00375677824259572;-80093.9717716909;18.8213088016567
Erosion 0.14;0.357550217735808;0.0820337147517864;-0.000203624704445386;-4341.24941018584;17.4343058249972
Erosion 0.15;0.347546732054806;0.0820417723615822;0.00487418453203169;103916.913139068;16.9448670866381
Dilation 0.01;0.507580182289926;0.0751462718260885;0.00285339740778442;60834.0223123188;27.0182496060282
Dilation 0.02;0.517581547881397;0.0795900097438474;0.00165334918482486;35249.166809115;26.012387712839
Dilation 0.03;0.527583137425988;0.0805052316958743;-0.000766122282616795;-16333.6168693246;26.213607553807
Dilation 0.04;0.537584137227364;0.0779145269038291;-0.00259978194125018;-55426.9770448763;27.5986601518308
Dilation 0.05;0.547585935794865;0.0718028736001472;-0.00203669687729361;-43422.0844732997;30.5049593889091
Dilation 0.06;0.557587376037376;0.0695538951921802;0.00188771052282255;40245.7168255976;32.066493155947
Dilation 0.07;0.567589420953309;0.0768953682837649;0.00280369558571839;59774.3866147888;29.5252852608105
Dilation 0.08;0.577592234774952;0.0805806323070389;0.000685897376656375;14623.2334134886;28.6715166281711
Dilation 0.09;0.587592913576857;0.0806233384713694;-0.00239838884428743;-51133.3051852346;29.1524972653183
Dilation 0.1;0.59759657095525;0.0770110293209526;-0.00442649754979748;-94372.2910713981;31.0395316735578
Dilation 0.11;0.607598511359727;0.0697391497278102;-0.00330020442757404;-70359.8837072402;34.849780287323
Dilation 0.12;0.617600466694412;0.0684448378784683;0.00300312121550407;64026.1123572084;36.0933262953173
Dilation 0.13;0.62760390758479;0.0784544425610989;0.00610716950462021;130203.975406866;31.9983871962903
Dilation 0.14;0.637606863243408;0.0845819498489678;0.00378078159906705;80605.7198791098;30.1533300843473
Dilation 0.15;0.647609266484332;0.0868699006928543;-0.00138602191959661;-29549.7879657684;29.8197309456624
Fuzzy Edge 0.01;0.497578174699513;0.0765651960103089;0.00105846030476591;22566.2214527736;25.9950055966692
Fuzzy Edge 0.02;0.49757786863025;0.085706476142416;0.00111753168101909;23825.614697893;23.2224163692573
Fuzzy Edge 0.03;0.497578391187528;0.0946072093466799;0.00117839294653079;25123.1681245535;21.0376521883949
Fuzzy Edge 0.04;0.497578428513048;0.103303385109376;0.00129200556520095;27545.3728130017;19.2666843583575
Fuzzy Edge 0.05;0.497577502840155;0.111747909328716;0.00145889266181617;31103.3817084438;17.8107136260237
Fuzzy Edge 0.06;0.497578301606281;0.124767607916165;0.000449654652828796;9586.57252172411;15.9521629024295
Fuzzy Edge 0.07;0.497578465838568;0.143140814592172;0.00104882093250202;22360.7114225973;13.9045866758894
Fuzzy Edge 0.08;0.49757790595577;0.159686131222938;0.00166390363998559;35474.1862750299;12.4638978261951
Fuzzy Edge 0.09;0.497577637212026;0.174389372534523;0.00223786720949525;47711.0070202762;11.4130266077659
Fuzzy Edge 0.1;0.497578473303672;0.187313102997497;0.00278789148291717;59437.4454162677;10.6255988575518
Fuzzy Edge 0.11;0.49757860021044;0.198394217730513;0.00335557408683099;71540.3568784407;10.0321189982728
Fuzzy Edge 0.12;0.497578428513048;0.214537269404746;-0.00101892200215743;-21723.2705281971;9.27723989204535
Fuzzy Edge 0.13;0.497578503164088;0.234009421702201;0.000527828591557996;11253.2296511937;8.5052729850733
Fuzzy Edge 0.14;0.497579354185942;0.251513626104291;0.00194005406338296;41361.6735814531;7.91335820476969
Fuzzy Edge 0.15;0.497577472979739;0.267089386958344;0.00327185942787494;69755.5723906905;7.45184941485289
FN Cluster 0.01;0.487599226815292;0.0754116507384649;-0.000975323575217544;-20793.7583368679;25.8633366086275
FN Cluster 0.02;0.477607767416802;0.0800198850417351;-0.00130721139386373;-27869.5588929447;23.8744540643967
FN Cluster 0.03;0.46761581532145;0.0836656176746266;-0.00146791709327547;-31295.7812891168;22.3564148962598
FN Cluster 0.04;0.457618458490816;0.0867496673275004;-0.00155652215691731;-33184.8285013512;21.100643845155
FN Cluster 0.05;0.447621937751827;0.0894441114237239;-0.00161339202677433;-34397.2859467608;20.0179500081926
FN Cluster 0.06;0.437625596175335;0.091873629462955;-0.00163669373394389;-34894.0749919884;19.0533714073762
